cve,sourceidentifier,published,lastmodified,vulnstatus,description,cvssmetricv31_source,cvssmetricv31_type,cvssmetricv31_version,cvssmetricv31_vectorstring,cvssmetricv31_attackvector,cvssmetricv31_attackcomplexity,cvssmetricv31_privilegesrequired,cvssmetricv31_userinteraction,cvssmetricv31_scope,cvssmetricv31_confidentialityimpact,cvssmetricv31_integrityimpact,cvssmetricv31_availabilityimpact,cvssmetricv31_basescore,cvssmetricv31_baseseverity,cvssmetricv31_exploitabilityscore,cvssmetricv31_impactscore,cvssmetricv2_source,cvssmetricv2_type,cvssmetricv2_version,cvssmetricv2_vectorstring,cvssmetricv2_attackvector,cvssmetricv2_attackcomplexity,cvssmetricv2_privilegesrequired,cvssmetricv2_userinteraction,cvssmetricv2_scope,cvssmetricv2_confidentialityimpact,cvssmetricv2_integrityimpact,cvssmetricv2_availabilityimpact,cvssmetricv2_basescore,cvssmetricv2_baseseverity,cvssmetricv2_exploitabilityscore,cvssmetricv2_impactscore
CVE-1999-1137,cve@mitre.org,1993-10-01T04:00:00.000,2018-10-30T16:25:11.980,Modified,"The permissions for the /dev/audio device on Solaris 2.2 and earlier, and SunOS 4.1.x, allow any local user to read from the device, which could be used by an attacker to monitor conversations happening near a machine that has a microphone.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,2.1,LOW,3.9,2.9
CVE-1999-0334,cve@mitre.org,1993-12-16T05:00:00.000,2022-08-17T08:15:09.860,Modified,"In Solaris 2.2 and 2.3, when fsck fails on startup, it allows a local user with physical access to obtain root access.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-0181,cve@mitre.org,1994-01-01T05:00:00.000,2022-08-17T07:15:13.373,Modified,"The wall daemon can be used for denial of service, social engineering attacks, or to execute remote commands.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:M/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,6.8,MEDIUM,8.6,6.4
CVE-1999-1242,cve@mitre.org,1994-02-07T05:00:00.000,2017-12-19T02:29:05.097,Modified,Vulnerability in subnetconfig in HP-UX 9.01 and 9.0 allows local users to gain privileges.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-1999-0211,cve@mitre.org,1994-02-14T05:00:00.000,2018-10-30T16:25:12.013,Analyzed,Extra long export lists over 256 characters in some mount daemons allows NFS directories to be mounted by anyone.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-1999-0338,cve@mitre.org,1994-02-24T05:00:00.000,2022-08-17T08:15:10.040,Modified,AIX Licensed Program Product performance tools allow local users to gain root access.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-0120,cve@mitre.org,1994-03-21T05:00:00.000,2018-10-30T16:25:25.357,Analyzed,Sun/Solaris utmp file allows local users to gain root access if it is writable by users other than root.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-1135,cve@mitre.org,1994-04-20T04:00:00.000,2017-12-19T02:29:02.597,Modified,"Vulnerability in VUE 3.0 in HP 9.x allows local users to gain root privileges, as fixed by PHSS_4994 and PHSS_5438.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-1146,cve@mitre.org,1994-05-04T04:00:00.000,2017-10-10T01:29:03.107,Modified,Vulnerability in Glance and gpm programs in GlancePlus for HP-UX 9.x and earlier allows local users to access arbitrary files and gain privileges.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-1388,cve@mitre.org,1994-05-13T04:00:00.000,2008-09-05T20:19:24.197,Analyzed,passwd in SunOS 4.1.x allows local users to overwrite arbitrary files via a symlink attack and the -F command line argument.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:H/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,6.2,MEDIUM,1.9,10
CVE-1999-1134,cve@mitre.org,1994-05-18T04:00:00.000,2008-09-10T19:01:10.243,Analyzed,"Vulnerability in Vue 3.0 in HP 9.x allows local users to gain root privileges, as fixed by PHSS_4038, PHSS_4055, and PHSS_4066.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-0113,cve@mitre.org,1994-05-23T04:00:00.000,2008-09-09T12:33:46.773,Analyzed,Some implementations of rlogin allow root access if given a -froot parameter.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-1999-0423,cve@mitre.org,1994-06-01T04:00:00.000,2008-09-09T12:34:31.210,Analyzed,Vulnerability in hpterm on HP-UX 10.20 allows local users to gain additional privileges.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-1999-0337,cve@mitre.org,1994-06-03T04:00:00.000,2022-08-17T08:15:09.973,Modified,AIX batch queue (bsh) allows local and remote users to gain additional privileges when network printing is enabled.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-1999-0207,cve@mitre.org,1994-06-09T04:00:00.000,2022-08-17T07:15:13.927,Modified,"Remote attacker can execute commands through Majordomo using the Reply-To field and a ""lists"" command.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-1999-1239,cve@mitre.org,1994-07-13T04:00:00.000,2017-12-19T02:29:04.893,Modified,"HP-UX 9.x does not properly enable the Xauthority mechanism in certain conditions, which could allow local users to access the X display even when they have not explicitly been authorized to do so.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-1999-1552,cve@mitre.org,1994-07-20T04:00:00.000,2008-09-10T19:02:10.163,Analyzed,"dpsexec (DPS Server) when running under XDM in IBM AIX 3.2.5 and earlier does not properly check privileges, which allows local users to overwrite arbitrary files and gain privileges.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-1494,cve@mitre.org,1994-08-09T04:00:00.000,2017-10-10T01:29:06.467,Modified,"colorview in Silicon Graphics IRIX 5.1, 5.2, and 6.0 allows local attackers to read arbitrary files via the -text argument.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,2.1,LOW,3.9,2.9
CVE-1999-1219,cve@mitre.org,1994-08-11T04:00:00.000,2018-05-03T01:29:05.193,Modified,"Vulnerability in sgihelp in the SGI help system and print manager in IRIX 5.2 and earlier allows local users to gain root privileges, possibly through the clogin command.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-1238,cve@mitre.org,1994-09-21T04:00:00.000,2017-12-19T02:29:04.830,Modified,Vulnerability in CORE-DIAG fileset in HP message catalog in HP-UX 9.05 and earlier allows local users to gain privileges.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-1999-1022,cve@mitre.org,1994-10-02T04:00:00.000,2017-12-19T02:29:01.097,Modified,"serial_ports administrative program in IRIX 4.x and 5.x trusts the user's PATH environmental variable to find and execute the ls program, which allows local users to gain root privileges via a Trojan horse ls program.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:H/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,6.2,MEDIUM,1.9,10
CVE-1999-1310,cve@mitre.org,1994-11-04T05:00:00.000,2008-09-10T19:01:41.883,Rejected,** REJECT **  DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-1999-1022.  Reason: This candidate is a duplicate of CVE-1999-1022.  Notes: All CVE users should reference CVE-1999-1022 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CVE-1999-1248,cve@mitre.org,1994-11-30T05:00:00.000,2017-12-19T02:29:05.427,Modified,Vulnerability in Support Watch (aka SupportWatch) in HP-UX 8.0 through 9.0 allows local users to gain privileges.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-1999-1302,cve@mitre.org,1994-11-30T05:00:00.000,2017-07-11T01:29:01.070,Modified,Unspecified vulnerability in pt_chmod in SCO UNIX 4.2 and earlier allows local users to gain root access.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-1303,cve@mitre.org,1994-11-30T05:00:00.000,2011-03-08T02:01:55.033,Modified,Vulnerability in prwarn in SCO UNIX 4.2 and earlier allows local users to gain root access.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-1304,cve@mitre.org,1994-11-30T05:00:00.000,2011-03-08T02:01:55.110,Modified,Vulnerability in login in SCO UNIX 4.2 and earlier allows local users to gain root access.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-1305,cve@mitre.org,1994-11-30T05:00:00.000,2011-03-08T02:01:55.187,Modified,"Vulnerability in ""at"" program in SCO UNIX 4.2 and earlier allows local users to gain root access.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-2000-0508,cve@mitre.org,1994-12-19T05:00:00.000,2017-10-10T01:29:09.873,Modified,rpc.lockd in Red Hat Linux 6.1 and 6.2 allows remote attackers to cause a denial of service via a malformed request.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-1999-0077,cve@mitre.org,1995-01-01T05:00:00.000,2017-10-10T01:29:00.310,Modified,Predictable TCP sequence numbers allow spoofing.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-1999-0232,cve@mitre.org,1995-02-01T05:00:00.000,2022-08-17T10:15:12.087,Modified,Buffer overflow in NCSA WebServer (version 1.5c) gives remote access.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-1999-0235,cve@mitre.org,1995-02-17T05:00:00.000,2022-08-17T07:15:14.467,Modified,Buffer overflow in NCSA WebServer (1.4.1 and below) gives remote access.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-1999-0242,cve@mitre.org,1995-03-01T05:00:00.000,2022-08-17T07:15:14.773,Modified,Remote attackers can access mail files via POP3 in some Linux systems that are using shadow passwords.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-1999-1098,cve@mitre.org,1995-03-03T05:00:00.000,2008-09-05T20:18:43.087,Analyzed,Vulnerability in BSD Telnet client with encryption and Kerberos 4 authentication allows remote attackers to decrypt the session via sniffing.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:N/A:N,null,null,null,null,null,PARTIAL,NONE,NONE,5,MEDIUM,10,2.9
CVE-1999-1243,cve@mitre.org,1995-03-03T05:00:00.000,2017-10-10T01:29:04.687,Modified,SGI Desktop Permissions Tool in IRIX 6.0.1 and earlier allows local users to modify permissions for arbitrary files and gain privileges.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-1999-0151,cve@mitre.org,1995-04-03T04:00:00.000,2022-08-17T07:15:12.263,Modified,"The SATAN session key may be disclosed if the user points the web browser to other sites, possibly allowing root access.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:H/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.6,HIGH,4.9,10
CVE-1999-1080,cve@mitre.org,1995-05-10T04:00:00.000,2018-05-03T01:29:04.613,Modified,"rmmount in SunOS 5.7 may mount file systems without the nosuid flag set, contrary to the documentation and its use in previous versions of SunOS, which could allow local users with physical access to gain root privileges by mounting a floppy or CD-ROM that contains a setuid program and running volcheck, when the file systems do not have the nosuid option specified in rmmount.conf.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-0066,cve@mitre.org,1995-07-31T04:00:00.000,2008-09-09T12:33:39.727,Analyzed,AnyForm CGI remote execution.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-1999-0161,cve@mitre.org,1995-07-31T04:00:00.000,2008-09-09T12:33:53.290,Analyzed,"In Cisco IOS 10.3, with the tacacs-ds or tacacs keyword, an extended IP access control list could bypass filtering.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-1999-0172,cve@mitre.org,1995-08-02T04:00:00.000,2022-08-17T07:15:13.007,Modified,FormMail CGI program allows remote execution of commands.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-1999-0203,cve@mitre.org,1995-08-17T04:00:00.000,2022-08-17T07:15:13.717,Modified,"In Sendmail, attackers can gain root privileges via SMTP by specifying an improper ""mail from"" address and an invalid ""rcpt to"" address that would cause the mail to bounce to a program.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-1999-1580,cve@mitre.org,1995-08-23T04:00:00.000,2008-09-05T20:19:51.897,Analyzed,"SunOS sendmail 5.59 through 5.65 uses popen to process a forwarding host argument, which allows local users to gain root privileges by modifying the IFS (Internal Field Separator) variable and passing crafted values to the -oR option.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,7.2,HIGH,3.9,10
CVE-1999-0164,cve@mitre.org,1995-08-29T04:00:00.000,2008-09-09T12:33:53.493,Analyzed,A race condition in the Solaris ps command allows an attacker to overwrite critical files.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:H/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,6.2,MEDIUM,1.9,10
CVE-1999-0155,cve@mitre.org,1995-08-31T04:00:00.000,2022-08-17T07:15:12.513,Modified,The ghostscript command with the -dSAFER option allows remote attackers to execute commands.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,7.5,HIGH,10,6.4
CVE-1999-0245,cve@mitre.org,1995-09-07T04:00:00.000,2022-08-17T07:15:14.897,Modified,"Some configurations of NIS+ in Linux allowed attackers to log in as the user ""+"".",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:L/AC:L/Au:N/C:P/I:P/A:P,null,null,null,null,null,PARTIAL,PARTIAL,PARTIAL,4.6,MEDIUM,3.9,6.4
CVE-1999-0218,cve@mitre.org,1995-10-01T04:00:00.000,2022-08-17T07:15:14.157,Modified,Livingston portmaster machines could be rebooted via a series of commands.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:N/I:N/A:P,null,null,null,null,null,NONE,NONE,PARTIAL,5,MEDIUM,10,2.9
CVE-1999-0073,cve@mitre.org,1995-10-13T04:00:00.000,2022-08-17T07:15:10.250,Modified,"Telnet allows a remote client to specify environment variables including LD_LIBRARY_PATH, allowing an attacker to bypass the normal system libraries and gain root access.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-1999-0099,cve@mitre.org,1995-10-19T04:00:00.000,2022-08-17T07:15:10.977,Modified,Buffer overflow in syslog utility allows local or remote attackers to gain root privileges.,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-1999-0241,cve@mitre.org,1995-11-01T05:00:00.000,2022-08-17T07:15:14.713,Modified,"Guessable magic cookies in X Windows allows remote attackers to execute commands, e.g. through xterm.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
CVE-1999-0080,cve@mitre.org,1995-11-30T05:00:00.000,2022-08-17T06:15:09.930,Modified,"Certain configurations of wu-ftp FTP server 2.4 use a _PATH_EXECPATH setting to a directory with dangerous commands, such as /bin, which allows remote authenticated users to gain root access via the ""site exec"" command.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,nvd@nist.gov,Primary,2.0,AV:N/AC:L/Au:N/C:C/I:C/A:C,null,null,null,null,null,COMPLETE,COMPLETE,COMPLETE,10,HIGH,10,10
